"eventId","day","participantId","cohortId","action","originProject","destinationProject","requestedAmount","unit","executedAmount","sharesBurned","sharesMinted","gross","net","feesCCLX","currency","provenance","status","rejectionReason","capitalNew","capitalRecycled","cannibalizedCapital"
"e150","53","u00184","long_term","deposit","wallet","solar","60.41022322370822","CCLX","60.41022322370822","0","50.648454680573195","60.41022322370822","60.289402777260804","0.12082044644741645","CCLX","unrestricted","executed","","60.41022322370822","0",""
"e151","53","u00023","active_user","deposit","wallet","mangrove","151.30055211111835","CCLX","151.30055211111835","0","153.24777990812436","151.30055211111835","150.9979510068961","0.3026011042222367","CCLX","unrestricted","executed","","151.30055211111835","0",""
"e152","53","u00287","rebalancer","deposit","wallet","solar","239.91087539536932","CCLX","239.91087539536932","0","201.14165519177914","239.91087539536932","239.43105364457858","0.47982175079073863","CCLX","unrestricted","executed","","239.91087539536932","0",""
"e153","54","u00093","active_user","migration","solar","mangrove","8.254528064718642","receipts","9.806274856035598","8.254528064718642","9.932357576908544","9.825926709454507","9.786662306323526","0.03926440313098021","CCLX","unrestricted","executed","","0","9.806274856035598","9.806274856035598"
"e154","54","u00069","rebalancer","deposit","wallet","mangrove","123.55982614752914","CCLX","123.55982614752914","0","125.1471915030852","123.55982614752914","123.31270649523408","0.24711965229505828","CCLX","unrestricted","executed","","123.55982614752914","0",""
"e156","54","u00197","long_term","deposit","wallet","mangrove","39.502347894943576","CCLX","39.502347894943576","0","40.00932912854478","39.502347894943576","39.42334319915369","0.07900469578988716","CCLX","unrestricted","executed","","39.502347894943576","0",""
"e157","54","u00286","active_user","deposit","wallet","forest","22.004861403225874","CCLX","22.004861403225874","0","19.686939909122884","22.004861403225874","21.960851680419424","0.04400972280645175","CCLX","unrestricted","executed","","22.004861403225874","0",""
"e158","55","u00194","active_user","deposit","wallet","mangrove","15.85289619364844","CCLX","15.85289619364844","0","16.05628699553199","15.85289619364844","15.821190401261143","0.031705792387296886","CCLX","unrestricted","executed","","15.85289619364844","0",""
"e159","55","u00100","active_user","deposit","wallet","solar","36.955092146848116","CCLX","36.955092146848116","0","30.982982884161174","36.955092146848116","36.88118196255442","0.07391018429369624","CCLX","unrestricted","executed","","36.955092146848116","0",""
"e160","55","u00042","long_term","deposit","wallet","solar","363.1147994647665","CCLX","363.1147994647665","0","304.43038192298263","363.1147994647665","362.388569865837","0.7262295989295331","CCLX","unrestricted","executed","","363.1147994647665","0",""
"e161","55","u00264","active_user","deposit","wallet","forest","49.800321941840096","CCLX","49.800321941840096","0","44.55436186911538","49.800321941840096","49.70072129795641","0.09960064388368019","CCLX","unrestricted","executed","","49.800321941840096","0",""
"e163","56","u00176","long_term","deposit","wallet","mangrove","394.21804331087327","CCLX","394.21804331087327","0","399.26319320849143","394.21804331087327","393.4296072242515","0.7884360866217466","CCLX","unrestricted","executed","","394.21804331087327","0",""
"e164","57","u00158","long_term","deposit","wallet","solar","182.64845779167035","CCLX","182.64845779167035","0","153.1275644558482","182.64845779167035","182.283160876087","0.3652969155833407","CCLX","unrestricted","executed","","182.64845779167035","0",""
"e165","58","u00275","long_term","deposit","wallet","mangrove","31.832763471047965","CCLX","31.832763471047965","0","32.23909611511044","31.832763471047965","31.76909794410587","0.06366552694209593","CCLX","unrestricted","executed","","31.832763471047965","0",""
"e168","59","u00188","active_user","deposit","wallet","solar","88.99642986014611","CCLX","88.99642986014611","0","74.6116470308043","88.99642986014611","88.81843700042582","0.17799285972029222","CCLX","unrestricted","executed","","88.99642986014611","0",""
"e170","59","u00143","rebalancer","deposit","wallet","mangrove","18.072867821451716","CCLX","18.072867821451716","0","18.303490426857024","18.072867821451716","18.03672208580881","0.03614573564290343","CCLX","unrestricted","executed","","18.072867821451716","0",""
"e172","59","u00180","rebalancer","deposit","wallet","solar","31.407552794456606","CCLX","31.407552794456606","0","26.330958427861333","31.407552794456606","31.344737688867692","0.06281510558891322","CCLX","unrestricted","executed","","31.407552794456606","0",""
"e173","60","u00105","rebalancer","deposit","wallet","forest","47.34536158305499","CCLX","47.34536158305499","0","42.3578087342903","47.34536158305499","47.25067085988888","0.09469072316610998","CCLX","unrestricted","executed","","47.34536158305499","0",""
"e174","60","u00240","rebalancer","deposit","wallet","forest","152.8752952556643","CCLX","152.8752952556643","0","136.76947247888893","152.8752952556643","152.56954466515296","0.3057505905113286","CCLX","unrestricted","executed","","152.8752952556643","0",""
"e175","61","u00213","whale","deposit","wallet","solar","369.01759331932135","CCLX","369.01759331932135","0","309.36753875296563","369.01759331932135","368.2795581326827","0.7380351866386428","CCLX","unrestricted","executed","","369.01759331932135","0",""
"e176","61","u00054","active_user","migration","mangrove","forest","4.262571806903801","receipts","4.192049582742155","4.262571806903801","3.7503775591030717","4.200450483709574","4.183665483576671","0.016785000132903457","CCLX","unrestricted","executed","","0","4.192049582742155","4.192049582742155"
"e177","62","u00208","long_term","deposit","wallet","solar","248.7020166259796","CCLX","248.7020166259796","0","208.49681247444823","248.7020166259796","248.20461259272764","0.49740403325195925","CCLX","unrestricted","executed","","248.7020166259796","0",""
"e179","63","u00185","restricted_user","deposit","wallet","forest","90.82924534312777","CCLX","90.82924534312777","0","81.25915479147807","90.82924534312777","90.6475868524415","0.18165849068625553","CCLX","restricted","executed","","90.82924534312777","0",""
"e180","63","u00151","active_user","deposit","wallet","solar","110.42391333580014","CCLX","110.42391333580014","0","92.57183098886162","110.42391333580014","110.20306550912854","0.22084782667160027","CCLX","unrestricted","executed","","110.42391333580014","0",""
"e183","64","u00022","active_user","deposit","wallet","solar","80.89192610829477","CCLX","80.89192610829477","0","67.81387410778552","80.89192610829477","80.73014225607818","0.16178385221658953","CCLX","unrestricted","executed","","80.89192610829477","0",""
"e184","64","u00257","active_user","deposit","wallet","solar","125.84972618086545","CCLX","125.84972618086545","0","105.50259091379121","125.84972618086545","125.59802672850371","0.2516994523617309","CCLX","unrestricted","executed","","125.84972618086545","0",""
"e185","65","u00219","rebalancer","deposit","wallet","forest","555.6985167021562","CCLX","555.6985167021562","0","497.1326900573913","555.6985167021562","554.5871196687519","1.1113970334043124","CCLX","unrestricted","executed","","555.6985167021562","0",""
"e186","65","u00141","active_user","deposit","wallet","mangrove","14.394131153685938","CCLX","14.394131153685938","0","14.577783447923139","14.394131153685938","14.365342891378566","0.028788262307371876","CCLX","unrestricted","executed","","14.394131153685938","0",""
"e189","66","u00020","rebalancer","deposit","wallet","solar","90.65886330835994","CCLX","90.65886330835994","0","76.00085377972573","90.65886330835994","90.47754558174321","0.18131772661671988","CCLX","unrestricted","executed","","90.65886330835994","0",""
"e190","66","u00210","rebalancer","deposit","wallet","mangrove","27.011380739626716","CCLX","27.011380739626716","0","27.355927088297904","27.011380739626716","26.957357978147463","0.05402276147925343","CCLX","unrestricted","executed","","27.011380739626716","0",""
"e191","66","u00270","rebalancer","deposit","wallet","mangrove","66.71473128950089","CCLX","66.71473128950089","0","67.56522955326363","66.71473128950089","66.58130182692189","0.1334294625790018","CCLX","unrestricted","executed","","66.71473128950089","0",""
"e192","66","u00279","rebalancer","deposit","wallet","solar","108.10633109547861","CCLX","108.10633109547861","0","90.6268528313376","108.10633109547861","107.89011843328765","0.21621266219095722","CCLX","unrestricted","executed","","108.10633109547861","0",""
"e193","66","u00260","long_term","deposit","wallet","forest","110.27631486729595","CCLX","110.27631486729595","0","98.65098208980635","110.27631486729595","110.05576223756135","0.22055262973459192","CCLX","unrestricted","executed","","110.27631486729595","0",""
"e195","67","u00270","rebalancer","migration","solar","mangrove","12.005293534217154","receipts","14.263603010490536","12.005293534217154","14.445349292596802","14.292187385261059","14.235075804469556","0.05711158079150319","CCLX","unrestricted","executed","","0","14.263603010490536","14.263603010490536"
"e196","68","u00096","rebalancer","deposit","wallet","mangrove","69.99356104362053","CCLX","69.99356104362053","0","70.8849559633527","69.99356104362053","69.8535739215333","0.13998712208724107","CCLX","unrestricted","executed","","69.99356104362053","0",""
"e197","68","u00108","active_user","withdraw","forest","wallet","20.954870751170663","receipts","23.330750829284543","20.954870751170663","0","23.377505840966478","23.330750829284543","0.046755011681932954","CCLX","unrestricted","executed","","0","23.330750829284543",""
"e198","68","u00292","long_term","deposit","wallet","mangrove","516.2965432867692","CCLX","516.2965432867692","0","522.8481521515641","516.2965432867692","515.2639502001956","1.0325930865735384","CCLX","unrestricted","executed","","516.2965432867692","0",""
"e199","68","u00187","active_user","deposit","wallet","forest","43.37900842481431","CCLX","43.37900842481431","0","38.80579250212759","43.37900842481431","43.29225040796468","0.08675801684962862","CCLX","unrestricted","executed","","43.37900842481431","0",""
"e200","68","u00204","long_term","deposit","wallet","forest","85.0718864640482","CCLX","85.0718864640482","0","76.102743974654","85.0718864640482","84.9017426911201","0.1701437729280964","CCLX","unrestricted","executed","","85.0718864640482","0",""
"e201","69","u00129","long_term","withdraw","solar","wallet","16.152470017748772","receipts","19.190884533685633","16.152470017748772","0","19.229343220125884","19.190884533685633","0.03845868644025177","CCLX","unrestricted","executed","","0","19.190884533685633",""
"e202","70","u00078","active_user","deposit","wallet","mangrove","79.7936187573396","CCLX","79.7936187573396","0","80.80245767533779","79.7936187573396","79.63403151982492","0.1595872375146792","CCLX","unrestricted","executed","","79.7936187573396","0",""
"e203","70","u00199","rebalancer","deposit","wallet","solar","241.5410168348088","CCLX","241.5410168348088","0","202.485162534751","241.5410168348088","241.0579348011392","0.4830820336696176","CCLX","unrestricted","executed","","241.5410168348088","0",""
"e205","71","u00238","long_term","deposit","wallet","forest","36.29113046426361","CCLX","36.29113046426361","0","32.46476126043126","36.29113046426361","36.21854820333508","0.07258226092852722","CCLX","unrestricted","executed","","36.29113046426361","0",""
"e206","71","u00200","rebalancer","deposit","wallet","mangrove","59.59044270220312","CCLX","59.59044270220312","0","60.34320262866095","59.59044270220312","59.471261816798716","0.11918088540440624","CCLX","unrestricted","executed","","59.59044270220312","0",""
"e207","71","u00219","rebalancer","deposit","wallet","mangrove","268.66348588358716","CCLX","268.66348588358716","0","272.0504221741576","268.66348588358716","268.12615891181997","0.5373269717671744","CCLX","unrestricted","executed","","268.66348588358716","0",""
"e208","71","u00001","long_term","deposit","wallet","mangrove","214.89844145968638","CCLX","214.89844145968638","0","217.59947467967868","214.89844145968638","214.46864457676702","0.4297968829193728","CCLX","unrestricted","executed","","214.89844145968638","0",""
"e209","72","u00151","active_user","deposit","wallet","solar","104.06515782865547","CCLX","104.06515782865547","0","87.23754479829222","104.06515782865547","103.85702751299816","0.20813031565731094","CCLX","unrestricted","executed","","104.06515782865547","0",""
"e210","72","u00210","rebalancer","migration","forest","solar","10.114748295249509","receipts","11.261726283264347","10.114748295249509","9.440644499845803","11.284294873010367","11.239202830697819","0.04509204231254943","CCLX","unrestricted","executed","","0","11.261726283264347","11.261726283264347"
"e211","72","u00040","active_user","deposit","wallet","solar","39.62354438184126","CCLX","39.62354438184126","0","33.21615627966821","39.62354438184126","39.544297293077584","0.07924708876368253","CCLX","unrestricted","executed","","39.62354438184126","0",""
"e212","72","u00106","active_user","deposit","wallet","solar","23.248480148371755","CCLX","23.248480148371755","0","19.489013273268938","23.248480148371755","23.201983188075012","0.04649696029674351","CCLX","unrestricted","executed","","23.248480148371755","0",""
"e213","73","u00089","long_term","deposit","wallet","solar","75.68479453842124","CCLX","75.68479453842124","0","63.44577562762424","75.68479453842124","75.53342494934441","0.1513695890768425","CCLX","unrestricted","executed","","75.68479453842124","0",""
"e214","74","u00079","rebalancer","migration","solar","forest","35.319786266009096","receipts","41.96483163767494","35.319786266009096","37.54015308874659","42.04892949666828","41.88090197439959","0.16802752226868645","CCLX","unrestricted","executed","","0","41.96483163767494","41.96483163767494"
"e215","74","u00240","rebalancer","withdraw","forest","wallet","72.94345327525035","receipts","81.21495745612728","72.94345327525035","0","81.37771288189106","81.21495745612728","0.16275542576378213","CCLX","unrestricted","executed","","0","81.21495745612728",""
"e216","75","u00127","long_term","deposit","wallet","solar","317.12821491879754","CCLX","317.12821491879754","0","265.84297203365713","317.12821491879754","316.49395848895995","0.6342564298375951","CCLX","unrestricted","executed","","317.12821491879754","0",""
"e217","75","u00169","active_user","deposit","wallet","solar","196.33128670561865","CCLX","196.33128670561865","0","164.57866415660828","196.33128670561865","195.93862413220742","0.39266257341123734","CCLX","unrestricted","executed","","196.33128670561865","0",""
"e218","75","u00009","active_user","migration","solar","mangrove","25.14508578217138","receipts","29.876671954095364","25.14508578217138","30.251617776229978","29.93654504418373","29.816918610187173","0.1196264339965582","CCLX","unrestricted","executed","","0","29.876671954095364","29.876671954095364"
"e220","76","u00106","active_user","withdraw","solar","wallet","3.681491802640063","receipts","4.374239058500156","3.681491802640063","0","4.383005068637431","4.374239058500156","0.008766010137274861","CCLX","unrestricted","executed","","0","4.374239058500156",""
"e221","76","u00149","restricted_user","deposit","wallet","solar","178.26252921448423","CCLX","178.26252921448423","0","149.43087640265003","178.26252921448423","177.90600415605527","0.3565250584289685","CCLX","restricted","executed","","178.26252921448423","0",""
"e222","77","u00129","long_term","deposit","wallet","mangrove","78.7464992814736","CCLX","78.7464992814736","0","79.73408364108764","78.7464992814736","78.58900628291066","0.1574929985629472","CCLX","unrestricted","executed","","78.7464992814736","0",""
"e223","77","u00264","active_user","migration","forest","solar","5.052239044080368","receipts","5.625119725475088","5.052239044080368","4.715305122546852","5.63639251049608","5.613869486024138","0.022523024471942335","CCLX","unrestricted","executed","","0","5.625119725475088","5.625119725475088"
"e225","77","u00016","active_user","deposit","wallet","solar","71.88184884468549","CCLX","71.88184884468549","0","60.255448198411614","71.88184884468549","71.73808514699613","0.143763697689371","CCLX","unrestricted","executed","","71.88184884468549","0",""
"e226","77","u00277","long_term","deposit","wallet","mangrove","92.19700536662357","CCLX","92.19700536662357","0","93.35204720683396","92.19700536662357","92.01261135589033","0.18439401073324715","CCLX","unrestricted","executed","","92.19700536662357","0",""
"e227","77","u00153","long_term","deposit","wallet","forest","53.000284110663394","CCLX","53.000284110663394","0","47.412233129376546","53.000284110663394","52.89428354244207","0.1060005682213268","CCLX","unrestricted","executed","","53.000284110663394","0",""
"e229","78","u00157","rebalancer","deposit","wallet","solar","126.45722165976066","CCLX","126.45722165976066","0","106.00303315604106","126.45722165976066","126.20430721644114","0.25291444331952134","CCLX","unrestricted","executed","","126.45722165976066","0",""
"e230","78","u00026","rebalancer","deposit","wallet","solar","123.25900799887255","CCLX","123.25900799887255","0","103.32139716902748","123.25900799887255","123.0124899828748","0.2465180159977451","CCLX","unrestricted","executed","","123.25900799887255","0",""
"e231","78","u00110","long_term","deposit","wallet","forest","100.06819188486949","CCLX","100.06819188486949","0","89.51690699276514","100.06819188486949","99.86805550109975","0.200136383769739","CCLX","unrestricted","executed","","100.06819188486949","0",""
"e232","78","u00281","active_user","deposit","wallet","forest","12.97670414857571","CCLX","12.97670414857571","0","11.608365043764934","12.97670414857571","12.950750740278558","0.02595340829715142","CCLX","unrestricted","executed","","12.97670414857571","0",""
"e233","78","u00039","active_user","migration","mangrove","forest","0.493428858221461","receipts","0.48537976343836636","0.493428858221461","0.43419821932911873","0.4863524683751166","0.4844090039114896","0.001943464463626966","CCLX","unrestricted","executed","","0","0.48537976343836636","0.48537976343836636"
"e234","78","u00236","active_user","deposit","wallet","mangrove","204.027115544823","CCLX","204.027115544823","0","206.57846321258694","204.027115544823","203.61906131373337","0.408054231089646","CCLX","unrestricted","executed","","204.027115544823","0",""
"e235","78","u00296","rebalancer","deposit","wallet","solar","51.88519166632503","CCLX","51.88519166632503","0","43.49235110683367","51.88519166632503","51.781421282992376","0.10377038333265005","CCLX","unrestricted","executed","","51.88519166632503","0",""
"e236","78","u00216","active_user","deposit","wallet","forest","36.81201839929476","CCLX","36.81201839929476","0","32.93026481475681","36.81201839929476","36.738394362496166","0.07362403679858952","CCLX","unrestricted","executed","","36.81201839929476","0",""
"e237","79","u00012","long_term","deposit","wallet","mangrove","36.97093840878806","CCLX","36.97093840878806","0","37.432562922127545","36.97093840878806","36.89699653197048","0.07394187681757612","CCLX","unrestricted","executed","","36.97093840878806","0",""
"e238","79","u00072","long_term","deposit","wallet","solar","46.03657545839449","CCLX","46.03657545839449","0","38.589688459876925","46.03657545839449","45.9445023074777","0.09207315091678897","CCLX","unrestricted","executed","","46.03657545839449","0",""
"e239","79","u00269","long_term","withdraw","forest","wallet","2.7806302002937056","receipts","3.095989144981839","2.7806302002937056","0","3.1021935320459306","3.095989144981839","0.006204387064091862","CCLX","unrestricted","executed","","0","3.095989144981839",""
"e240","80","u00213","whale","migration","solar","mangrove","27.031067713700285","receipts","32.11856912574917","27.031067713700285","32.519433164270595","32.18293499574065","32.05433198749767","0.12860300824297966","CCLX","unrestricted","executed","","0","32.11856912574917","32.11856912574917"
"e241","80","u00029","long_term","deposit","wallet","forest","80.2051085709252","CCLX","80.2051085709252","0","71.74725811812095","80.2051085709252","80.04469835378336","0.16041021714185041","CCLX","unrestricted","executed","","80.2051085709252","0",""
"e242","80","u00222","whale","withdraw","forest","wallet","678.6921140621081","receipts","755.642596212667","678.6921140621081","0","757.1569100327324","755.642596212667","1.5143138200654649","CCLX","unrestricted","executed","","0","755.642596212667",""
"e243","81","u00069","rebalancer","deposit","wallet","forest","194.6543939152305","CCLX","194.6543939152305","0","174.13795930868946","194.6543939152305","194.26508512740003","0.38930878783046097","CCLX","unrestricted","executed","","194.6543939152305","0",""
"e244","81","u00252","long_term","deposit","wallet","mangrove","45.474745858976135","CCLX","45.474745858976135","0","46.04202986555174","45.474745858976135","45.383796367258185","0.09094949171795227","CCLX","unrestricted","executed","","45.474745858976135","0",""
"e245","81","u00286","active_user","deposit","wallet","mangrove","34.386999885625286","CCLX","34.386999885625286","0","34.81575334328227","34.386999885625286","34.318225885854034","0.06877399977125058","CCLX","unrestricted","executed","","34.386999885625286","0",""
"e246","81","u00257","active_user","migration","solar","mangrove","25.098916169108747","receipts","29.822716241007672","25.098916169108747","30.1944106859155","29.8824812034145","29.763070808525658","0.11941039488884433","CCLX","unrestricted","executed","","0","29.822716241007672","29.822716241007672"
"e247","81","u00236","active_user","deposit","wallet","solar","91.12747420041396","CCLX","91.12747420041396","0","76.38664558250457","91.12747420041396","90.94521925201313","0.18225494840082793","CCLX","unrestricted","executed","","91.12747420041396","0",""
"e248","81","u00247","long_term","withdraw","solar","wallet","21.526919212271636","receipts","25.5785344814267","21.526919212271636","0","25.629794069565833","25.5785344814267","0.051259588139131666","CCLX","unrestricted","executed","","0","25.5785344814267",""
"e249","81","u00228","rebalancer","deposit","wallet","forest","545.9142796768499","CCLX","545.9142796768499","0","488.35790217574686","545.9142796768499","544.8224511174963","1.0918285593536998","CCLX","unrestricted","executed","","545.9142796768499","0",""
"e250","82","u00064","active_user","deposit","wallet","forest","18.214102658723803","CCLX","18.214102658723803","0","16.293326412094757","18.214102658723803","18.177674453406354","0.03642820531744761","CCLX","unrestricted","executed","","18.214102658723803","0",""
"e251","82","u00126","active_user","migration","forest","solar","5.560878062173459","receipts","6.191597657998092","5.560878062173459","5.1900348155759275","6.204005669336766","6.179214462682096","0.024791206654669717","CCLX","unrestricted","executed","","0","6.191597657998092","6.191597657998092"
"e252","82","u00174","restricted_user","deposit","wallet","forest","15.341031949428624","CCLX","15.341031949428624","0","13.723222699249163","15.341031949428624","15.310349885529767","0.030682063898857248","CCLX","unrestricted","executed","","15.341031949428624","0",""
"e253","82","u00063","rebalancer","migration","mangrove","forest","7.202556748973181","receipts","7.085478256152477","7.202556748973181","6.33826273586601","7.099677611375228","7.071307299640172","0.028370311735055408","CCLX","unrestricted","executed","","0","7.085478256152477","7.085478256152477"
"e254","82","u00192","active_user","deposit","wallet","solar","41.42516013009949","CCLX","41.42516013009949","0","34.72411272395402","41.42516013009949","41.34230980983929","0.08285032026019899","CCLX","unrestricted","executed","","41.42516013009949","0",""
"e255","82","u00039","active_user","deposit","wallet","solar","18.377716018162204","CCLX","18.377716018162204","0","15.404860375914723","18.377716018162204","18.340960586125878","0.036755432036324406","CCLX","unrestricted","executed","","18.377716018162204","0",""
"e256","83","u00268","restricted_user","deposit","wallet","mangrove","188.0950661221892","CCLX","188.0950661221892","0","190.4363946521189","188.0950661221892","187.71887598994482","0.3761901322443784","CCLX","restricted","executed","","188.0950661221892","0",""
"e259","83","u00291","rebalancer","deposit","wallet","solar","104.3909743432747","CCLX","104.3909743432747","0","87.50395439798012","104.3909743432747","104.18219239458816","0.20878194868654942","CCLX","unrestricted","executed","","104.3909743432747","0",""
"e261","84","u00002","rebalancer","deposit","wallet","forest","20.01043215641982","CCLX","20.01043215641982","0","17.900162352249026","20.01043215641982","19.97041129210698","0.04002086431283964","CCLX","unrestricted","executed","","20.01043215641982","0",""
"e262","85","u00005","active_user","deposit","wallet","mangrove","26.530910803198662","CCLX","26.530910803198662","0","26.860712364548817","26.530910803198662","26.477848981592263","0.05306182160639732","CCLX","unrestricted","executed","","26.530910803198662","0",""
"e263","85","u00022","active_user","deposit","wallet","forest","38.27456377217667","CCLX","38.27456377217667","0","34.238090365892276","38.27456377217667","38.198014644632316","0.07654912754435333","CCLX","unrestricted","executed","","38.27456377217667","0",""
"e264","85","u00111","long_term","deposit","wallet","forest","115.7594829465641","CCLX","115.7594829465641","0","103.55060587706976","115.7594829465641","115.52796398067098","0.2315189658931282","CCLX","unrestricted","executed","","115.7594829465641","0",""
"e265","85","u00202","active_user","deposit","wallet","forest","41.76666730194209","CCLX","41.76666730194209","0","37.36135320807807","41.76666730194209","41.68313396733821","0.0835333346038842","CCLX","unrestricted","executed","","41.76666730194209","0",""
"e267","85","u00201","restricted_user","deposit","wallet","forest","18.861531605373752","CCLX","18.861531605373752","0","16.872073702747002","18.861531605373752","18.823808542163004","0.037723063210747504","CCLX","restricted","executed","","18.861531605373752","0",""
"e268","85","u00188","active_user","deposit","wallet","forest","149.46781109346074","CCLX","149.46781109346074","0","133.70131105347537","149.46781109346074","149.16887547127382","0.2989356221869215","CCLX","unrestricted","executed","","149.46781109346074","0",""
"e269","86","u00145","active_user","deposit","wallet","forest","147.2798748254102","CCLX","147.2798748254102","0","131.74228696129285","147.2798748254102","146.98531507575936","0.2945597496508204","CCLX","unrestricted","executed","","147.2798748254102","0",""
"e270","86","u00276","active_user","deposit","wallet","solar","32.19942609229319","CCLX","32.19942609229319","0","26.990516105666757","32.19942609229319","32.1350272401086","0.06439885218458638","CCLX","unrestricted","executed","","32.19942609229319","0",""
"e272","87","u00155","active_user","deposit","wallet","forest","16.238971355960274","CCLX","16.238971355960274","0","14.525694015668705","16.238971355960274","16.206493413248353","0.032477942711920546","CCLX","unrestricted","executed","","16.238971355960274","0",""
"e273","87","u00133","active_user","deposit","wallet","mangrove","32.137197943788586","CCLX","32.137197943788586","0","32.5365433357656","32.137197943788586","32.072923547901006","0.06427439588757718","CCLX","unrestricted","executed","","32.137197943788586","0",""
"e274","87","u00087","active_user","migration","solar","forest","6.331591062784432","receipts","7.52334856120497","6.331591062784432","6.729597082128748","7.538425412029028","7.50830186408256","0.030123547946467995","CCLX","unrestricted","executed","","0","7.52334856120497","7.52334856120497"
"e275","88","u00270","rebalancer","migration","solar","forest","12.45434123874639","receipts","14.798538024972192","12.45434123874639","13.237202898832038","14.828194413799793","14.768940948922248","0.059253464877543974","CCLX","unrestricted","executed","","0","14.798538024972192","14.798538024972192"
"e277","88","u00008","long_term","deposit","wallet","solar","127.04293071590557","CCLX","127.04293071590557","0","106.49081784952432","127.04293071590557","126.78884485447375","0.25408586143181117","CCLX","unrestricted","executed","","127.04293071590557","0",""
"e278","88","u00134","rebalancer","withdraw","forest","wallet","55.792453265615464","receipts","62.123817329909656","55.792453265615464","0","62.2483139578253","62.123817329909656","0.12449662791565061","CCLX","unrestricted","executed","","0","62.123817329909656",""
"e279","88","u00209","active_user","deposit","wallet","solar","106.77706809372053","CCLX","106.77706809372053","0","89.50283477129415","106.77706809372053","106.56351395753309","0.21355413618744107","CCLX","unrestricted","executed","","106.77706809372053","0",""
"e280","89","u00228","rebalancer","withdraw","forest","wallet","89.09077801875227","receipts","99.20008482458908","89.09077801875227","0","99.39888258976862","99.20008482458908","0.19879776517953723","CCLX","unrestricted","executed","","0","99.20008482458908",""
"e281","89","u00279","rebalancer","migration","solar","mangrove","17.748834671414436","receipts","21.08983464054484","17.748834671414436","21.351815006462857","21.13209883822128","21.04765497126375","0.08444386695753225","CCLX","unrestricted","executed","","0","21.08983464054484","21.08983464054484"
"e282","89","u00059","long_term","deposit","wallet","mangrove","156.7210894193295","CCLX","156.7210894193295","0","158.66572377178818","156.7210894193295","156.40764724049083","0.313442178838659","CCLX","unrestricted","executed","","156.7210894193295","0",""
"e283","90","u00093","active_user","deposit","wallet","forest","38.983299852478766","CCLX","38.983299852478766","0","34.870779478223994","38.983299852478766","38.90533325277381","0.07796659970495753","CCLX","unrestricted","executed","","38.983299852478766","0",""
"e284","91","u00118","long_term","deposit","wallet","solar","70.85525253293538","CCLX","70.85525253293538","0","59.39217018475756","70.85525253293538","70.71354202786951","0.14171050506587077","CCLX","unrestricted","executed","","70.85525253293538","0",""
"e285","92","u00104","long_term","deposit","wallet","solar","53.061005523460324","CCLX","53.061005523460324","0","44.4765512868762","53.061005523460324","52.9548835124134","0.10612201104692065","CCLX","unrestricted","executed","","53.061005523460324","0",""
"e286","92","u00085","active_user","deposit","wallet","solar","46.77587824778544","CCLX","46.77587824778544","0","39.208150662481785","46.77587824778544","46.68232649128987","0.09355175649557089","CCLX","unrestricted","executed","","46.77587824778544","0",""
"e287","92","u00294","long_term","deposit","wallet","mangrove","498.5060035221793","CCLX","498.5060035221793","0","504.6661207478028","498.5060035221793","497.50899151513494","0.9970120070443587","CCLX","unrestricted","executed","","498.5060035221793","0",""
"e288","93","u00096","rebalancer","migration","mangrove","solar","15.494300981286154","receipts","15.244580399417318","15.494300981286154","12.778183618094772","15.275130660738796","15.214091238618483","0.06103942212031223","CCLX","unrestricted","executed","","0","15.244580399417318","15.244580399417318"
"e289","94","u00083","active_user","deposit","wallet","forest","172.88878391774674","CCLX","172.88878391774674","0","154.64840680151246","172.88878391774674","172.54300634991125","0.34577756783549346","CCLX","unrestricted","executed","","172.88878391774674","0",""
"e290","94","u00169","active_user","migration","solar","forest","30.449381239302053","receipts","36.181423301947305","30.449381239302053","32.36382991517894","36.253931164275855","36.10906045534341","0.1448707089324463","CCLX","unrestricted","executed","","0","36.181423301947305","36.181423301947305"
"e291","94","u00265","active_user","deposit","wallet","forest","46.362967680585015","CCLX","46.362967680585015","0","41.47092915792018","46.362967680585015","46.27024174522384","0.09272593536117003","CCLX","unrestricted","executed","","46.362967680585015","0",""
"e292","95","u00188","active_user","deposit","wallet","mangrove","89.80502197266361","CCLX","89.80502197266361","0","90.91085185785778","89.80502197266361","89.62541192871828","0.17961004394532723","CCLX","unrestricted","executed","","89.80502197266361","0",""
"e293","96","u00192","active_user","deposit","wallet","mangrove","46.80544421407921","CCLX","46.80544421407921","0","47.381292775971815","46.80544421407921","46.71183332565105","0.09361088842815841","CCLX","unrestricted","executed","","46.80544421407921","0",""
"e294","96","u00287","rebalancer","migration","solar","forest","31.905295576989364","receipts","37.91133151460532","31.905295576989364","33.910939026856795","37.98730612685904","37.835508851576115","0.15179727528292875","CCLX","unrestricted","executed","","0","37.91133151460532","37.91133151460532"
"e295","96","u00136","long_term","deposit","wallet","forest","191.22915559565672","CCLX","191.22915559565672","0","171.04882636177354","191.22915559565672","190.84669728446542","0.38245831119131346","CCLX","unrestricted","executed","","191.22915559565672","0",""
"e296","97","u00021","rebalancer","deposit","wallet","solar","208.01608831696424","CCLX","208.01608831696424","0","174.36112556234002","208.01608831696424","207.6000561403303","0.4160321766339285","CCLX","unrestricted","executed","","208.01608831696424","0",""
