"eventId","day","participantId","cohortId","action","originProject","destinationProject","requestedAmount","unit","executedAmount","sharesBurned","sharesMinted","gross","net","feesCCLX","currency","provenance","status","rejectionReason","capitalNew","capitalRecycled","cannibalizedCapital"
"e297","97","u00209","active_user","migration","solar","forest","6.3495770506240286","receipts","7.544936569775455","6.3495770506240286","6.74865818512626","7.560056683141738","7.529846696635905","0.03020998650583439","CCLX","unrestricted","executed","","0","7.544936569775455","7.544936569775455"
"e298","97","u00193","active_user","deposit","wallet","forest","18.0031813178625","CCLX","18.0031813178625","0","16.10313970572315","18.0031813178625","17.967174955226774","0.036006362635725","CCLX","unrestricted","executed","","18.0031813178625","0",""
"e299","97","u00146","rebalancer","deposit","wallet","forest","67.12818652609893","CCLX","67.12818652609893","0","60.043284594547","67.12818652609893","66.99393015304673","0.13425637305219787","CCLX","unrestricted","executed","","67.12818652609893","0",""
"e300","97","u00065","long_term","deposit","wallet","solar","213.82659843121115","CCLX","213.82659843121115","0","179.22949951607734","213.82659843121115","213.39894523434873","0.4276531968624223","CCLX","unrestricted","executed","","213.82659843121115","0",""
"e301","98","u00155","active_user","withdraw","forest","wallet","3.0438375078172992","receipts","3.3894119097488002","3.0438375078172992","0","3.3962043183855712","3.3894119097488002","0.0067924086367711425","CCLX","unrestricted","executed","","0","3.3894119097488002",""
"e302","98","u00169","active_user","migration","solar","forest","55.81336547355988","receipts","66.32134560444672","55.81336547355988","59.32123863208108","66.45425411267206","66.18870291323782","0.26555119943423755","CCLX","unrestricted","executed","","0","66.32134560444672","66.32134560444672"
"e303","98","u00147","active_user","deposit","wallet","mangrove","129.96371991807422","CCLX","129.96371991807422","0","131.560875906609","129.96371991807422","129.70379247823806","0.25992743983614847","CCLX","unrestricted","executed","","129.96371991807422","0",""
"e304","98","u00286","active_user","migration","forest","mangrove","1.7390464185827412","receipts","1.9364965174230746","1.7390464185827412","1.9602746861055493","1.9403772719670087","1.9326235243882284","0.007753747578780166","CCLX","unrestricted","executed","","0","1.9364965174230746","1.9364965174230746"
"e306","99","u00135","rebalancer","withdraw","mangrove","wallet","7.297721992153491","receipts","7.180389607456047","7.297721992153491","0","7.194779165787622","7.180389607456047","0.014389558331575245","CCLX","unrestricted","executed","","0","7.180389607456047",""
"e307","99","u00146","rebalancer","withdraw","forest","wallet","7.155433692296355","receipts","7.967852754288353","7.155433692296355","0","7.98382039507851","7.967852754288353","0.01596764079015702","CCLX","unrestricted","executed","","0","7.967852754288353",""
"e308","100","u00122","rebalancer","deposit","wallet","mangrove","651.1915740364791","CCLX","651.1915740364791","0","659.1551120583899","651.1915740364791","649.8891908884061","1.3023831480729582","CCLX","unrestricted","executed","","651.1915740364791","0",""
"e310","100","u00247","long_term","migration","solar","forest","10.84253304565504","receipts","12.883827466221526","10.84253304565504","11.523928172653541","12.909646759741008","12.858059811289083","0.05158694845192507","CCLX","unrestricted","executed","","0","12.883827466221526","12.883827466221526"
"e311","101","u00180","rebalancer","deposit","wallet","solar","20.453324582187328","CCLX","20.453324582187328","0","17.14394462062046","20.453324582187328","20.412417933022954","0.040906649164374656","CCLX","unrestricted","executed","","20.453324582187328","0",""
"e312","101","u00019","active_user","migration","mangrove","forest","30.703953719294418","receipts","30.213239582597744","30.703953719294418","27.024149616481736","30.273787156911567","30.15281310343255","0.12097405347901863","CCLX","unrestricted","executed","","0","30.213239582597744","30.213239582597744"
"e314","101","u00277","long_term","deposit","wallet","forest","32.15454219261599","CCLX","32.15454219261599","0","28.76045615854673","32.15454219261599","32.09023310823076","0.06430908438523199","CCLX","unrestricted","executed","","32.15454219261599","0",""
"e315","102","u00142","active_user","deposit","wallet","solar","107.75888966196212","CCLX","107.75888966196212","0","90.32300639199093","107.75888966196212","107.5433718826382","0.21551777932392424","CCLX","unrestricted","executed","","107.75888966196212","0",""
"e316","102","u00164","long_term","deposit","wallet","forest","119.64654680235707","CCLX","119.64654680235707","0","107.01642458327115","119.64654680235707","119.40725370875235","0.23929309360471412","CCLX","unrestricted","executed","","119.64654680235707","0",""
"e319","103","u00117","whale","deposit","wallet","mangrove","2353.6176934096484","CCLX","2353.6176934096484","0","2381.8606395707466","2353.6176934096484","2348.910458022829","4.707235386819296","CCLX","unrestricted","executed","","2353.6176934096484","0",""
"e320","103","u00216","active_user","deposit","wallet","forest","69.4330573236264","CCLX","69.4330573236264","0","62.10300395311788","69.4330573236264","69.29419120897914","0.1388661146472528","CCLX","unrestricted","executed","","69.4330573236264","0",""
"e321","103","u00089","long_term","migration","solar","forest","7.843270292939669","receipts","9.31996305992268","7.843270292939669","8.336022245697677","9.338640340603888","9.301323133802834","0.03731720680105313","CCLX","unrestricted","executed","","0","9.31996305992268","9.31996305992268"
"e324","104","u00050","rebalancer","deposit","wallet","forest","165.83158136048098","CCLX","165.83158136048098","0","148.3229168667458","165.83158136048098","165.49991819776002","0.33166316272096197","CCLX","unrestricted","executed","","165.83158136048098","0",""
"e325","104","u00115","rebalancer","withdraw","mangrove","wallet","26.304456800762097","receipts","25.89332292562537","26.304456800762097","0","25.94521335233003","25.89332292562537","0.051890426704660056","CCLX","unrestricted","executed","","0","25.89332292562537",""
"e326","104","u00205","active_user","migration","mangrove","forest","25.94443068148192","receipts","25.538822484530044","25.94443068148192","22.842197781661525","25.59000248950906","25.487744839560985","0.1022576499480782","CCLX","unrestricted","executed","","0","25.538822484530044","25.538822484530044"
"e327","104","u00147","active_user","deposit","wallet","mangrove","140.74054031690812","CCLX","140.74054031690812","0","142.4031927131582","140.74054031690812","140.4590592362743","0.28148108063381627","CCLX","unrestricted","executed","","140.74054031690812","0",""
"e328","105","u00087","active_user","migration","solar","forest","2.3304766779250956","receipts","2.769246540199034","2.3304766779250956","2.476840547285974","2.774796132463962","2.763708047118636","0.011088085345325991","CCLX","unrestricted","executed","","0","2.769246540199034","2.769246540199034"
"e329","105","u00026","rebalancer","deposit","wallet","forest","81.84293047919088","CCLX","81.84293047919088","0","73.2008006030228","81.84293047919088","81.6792446182325","0.16368586095838178","CCLX","unrestricted","executed","","81.84293047919088","0",""
"e330","105","u00070","rebalancer","deposit","wallet","solar","132.23173741382962","CCLX","132.23173741382962","0","110.83536172518507","132.23173741382962","131.96727393900196","0.26446347482765925","CCLX","unrestricted","executed","","132.23173741382962","0",""
"e331","106","u00032","restricted_user","deposit","wallet","mangrove","140.31561660949976","CCLX","140.31561660949976","0","141.97017927630804","140.31561660949976","140.03498537628076","0.2806312332189995","CCLX","restricted","executed","","140.31561660949976","0",""
"e332","106","u00064","active_user","deposit","","","0","CCLX","0","0","0","0","0","0","CCLX","unrestricted","rejected","Insufficient available wallet balance.","0","0",""
"e333","107","u00030","active_user","deposit","wallet","forest","60.28512599349014","CCLX","60.28512599349014","0","53.919004331110045","60.28512599349014","60.16455574150316","0.12057025198698028","CCLX","unrestricted","executed","","60.28512599349014","0",""
"e334","108","u00075","rebalancer","deposit","wallet","solar","128.6422201415971","CCLX","128.6422201415971","0","107.82587103312835","128.6422201415971","128.3849357013139","0.2572844402831942","CCLX","unrestricted","executed","","128.6422201415971","0",""
"e335","108","u00041","active_user","deposit","wallet","mangrove","191.36704702647296","CCLX","191.36704702647296","0","193.6186533763539","191.36704702647296","190.98431293242","0.38273409405294595","CCLX","unrestricted","executed","","191.36704702647296","0",""
"e336","108","u00254","rebalancer","deposit","wallet","forest","111.97613019231108","CCLX","111.97613019231108","0","100.15059818723239","111.97613019231108","111.75217793192645","0.22395226038462215","CCLX","unrestricted","executed","","111.97613019231108","0",""
"e338","108","u00068","long_term","deposit","wallet","mangrove","25.307195165018072","CCLX","25.307195165018072","0","25.604530409909785","25.307195165018072","25.256580774688036","0.050614390330036146","CCLX","unrestricted","executed","","25.307195165018072","0",""
"e339","108","u00147","active_user","deposit","wallet","solar","89.83157626478373","CCLX","89.83157626478373","0","75.29494095174596","89.83157626478373","89.65191311225416","0.17966315252956747","CCLX","unrestricted","executed","","89.83157626478373","0",""
"e340","109","u00251","rebalancer","deposit","wallet","forest","61.74270170531804","CCLX","61.74270170531804","0","55.221740905428305","61.74270170531804","61.61921630190741","0.12348540341063609","CCLX","unrestricted","executed","","61.74270170531804","0",""
"e342","109","u00155","active_user","migration","forest","solar","1.7929935379895738","receipts","1.9967173418374733","1.7929935379895738","1.6736022215336561","2.0007187793962657","1.9927239071537983","0.007994872242467478","CCLX","unrestricted","executed","","0","1.9967173418374733","1.9967173418374733"
"e343","110","u00023","active_user","withdraw","mangrove","wallet","38.29825490857452","receipts","37.7022134571569","38.29825490857452","0","37.7777689951472","37.7022134571569","0.0755555379902944","CCLX","unrestricted","executed","","0","37.7022134571569",""
"e345","110","u00169","active_user","deposit","wallet","forest","118.89708274269188","CCLX","118.89708274269188","0","106.33885374409147","118.89708274269188","118.6592885772065","0.23779416548538376","CCLX","unrestricted","executed","","118.89708274269188","0",""
"e346","110","u00087","active_user","deposit","wallet","solar","46.834152630687434","CCLX","46.834152630687434","0","39.255247839260846","46.834152630687434","46.74048432542606","0.09366830526137487","CCLX","unrestricted","executed","","46.834152630687434","0",""
"e347","110","u00299","whale","deposit","wallet","forest","3132.627143576881","CCLX","3132.627143576881","0","2801.312685638899","3132.627143576881","3126.361889289727","6.265254287153762","CCLX","unrestricted","executed","","3132.627143576881","0",""
"e348","111","u00279","rebalancer","migration","solar","forest","16.60908043206321","receipts","19.736582055611535","16.60908043206321","17.646517554763705","19.776134324260056","19.697108891500314","0.07902543275974319","CCLX","unrestricted","executed","","0","19.736582055611535","19.736582055611535"
"e349","111","u00298","rebalancer","deposit","wallet","forest","695.0988142183406","CCLX","695.0988142183406","0","621.4678919459693","695.0988142183406","693.708616589904","1.3901976284366813","CCLX","unrestricted","executed","","695.0988142183406","0",""
"e350","111","u00016","active_user","deposit","wallet","forest","77.79636985056472","CCLX","77.79636985056472","0","69.55291712912731","77.79636985056472","77.64077711086358","0.15559273970112944","CCLX","unrestricted","executed","","77.79636985056472","0",""
"e351","111","u00280","rebalancer","migration","forest","solar","0.7330241065634069","receipts","0.8166292459918186","0.7330241065634069","0.6844786205329001","0.8182657775469124","0.814995987499835","0.0032697900470774624","CCLX","unrestricted","executed","","0","0.8166292459918186","0.8166292459918186"
"e352","111","u00264","active_user","withdraw","forest","wallet","3.8989292325583262","receipts","4.343620921951719","3.8989292325583262","0","4.3523255730979145","4.343620921951719","0.008704651146195829","CCLX","unrestricted","executed","","0","4.343620921951719",""
"e353","111","u00122","rebalancer","migration","mangrove","forest","63.55799875914656","receipts","62.56835158567736","63.55799875914656","55.938139462377876","62.69373906380497","62.443214882506005","0.2505241812989647","CCLX","unrestricted","executed","","0","62.56835158567736","62.56835158567736"
"e354","112","u00194","active_user","deposit","wallet","solar","14.098933076978373","CCLX","14.098933076978373","0","11.817375220824033","14.098933076978373","14.070735210824417","0.028197866153956745","CCLX","unrestricted","executed","","14.098933076978373","0",""
"e355","112","u00063","rebalancer","deposit","wallet","forest","54.303148544118486","CCLX","54.303148544118486","0","48.54850671393797","54.303148544118486","54.19454224703025","0.10860629708823698","CCLX","unrestricted","executed","","54.303148544118486","0",""
"e356","112","u00188","active_user","withdraw","solar","wallet","16.111171664278626","receipts","19.14491175116878","16.111171664278626","0","19.18327830778435","19.14491175116878","0.038366556615568696","CCLX","unrestricted","executed","","0","19.14491175116878",""
"e357","113","u00159","active_user","migration","forest","mangrove","13.647443362002278","receipts","15.20415655565029","13.647443362002278","15.382981122937053","15.23462580726482","15.17374824253899","0.060877564725830224","CCLX","unrestricted","executed","","0","15.20415655565029","15.20415655565029"
"e358","113","u00106","active_user","withdraw","solar","wallet","3.157040614151255","receipts","3.751510199892335","3.157040614151255","0","3.759028256405145","3.751510199892335","0.00751805651281029","CCLX","unrestricted","executed","","0","3.751510199892335",""
"e360","113","u00226","long_term","deposit","wallet","solar","17.756002701180126","CCLX","17.756002701180126","0","14.882645986508578","17.756002701180126","17.720490695777766","0.035512005402360255","CCLX","unrestricted","executed","","17.756002701180126","0",""
"e361","113","u00058","active_user","withdraw","mangrove","wallet","4.833792224573382","receipts","4.758512729648967","4.833792224573382","0","4.7680488273035735","4.758512729648967","0.009536097654607147","CCLX","unrestricted","executed","","0","4.758512729648967",""
"e362","114","u00093","active_user","withdraw","forest","wallet","5.614837769363476","receipts","6.25529499064805","5.614837769363476","0","6.267830651951954","6.25529499064805","0.012535661303903907","CCLX","unrestricted","executed","","0","6.25529499064805",""
"e363","114","u00165","rebalancer","migration","solar","mangrove","17.85263846406204","receipts","21.21428995573893","17.85263846406204","21.46375869982876","21.25680356286466","21.171861375827454","0.08494218703720718","CCLX","unrestricted","executed","","0","21.21428995573893","21.21428995573893"
"e364","115","u00029","long_term","deposit","wallet","forest","87.89990126331215","CCLX","87.89990126331215","0","78.58455240726471","87.89990126331215","87.72410146078552","0.1757998025266243","CCLX","unrestricted","executed","","87.89990126331215","0",""
"e365","115","u00255","rebalancer","deposit","wallet","forest","921.6666735709063","CCLX","921.6666735709063","0","823.951433381997","921.6666735709063","919.8233402237645","1.8433333471418125","CCLX","unrestricted","executed","","921.6666735709063","0",""
"e368","116","u00263","active_user","migration","mangrove","solar","18.063472704073117","receipts","17.782186679928564","18.063472704073117","14.904595719184726","17.81782232457772","17.746622306568707","0.07120001800901257","CCLX","unrestricted","executed","","0","17.782186679928564","17.782186679928564"
"e371","117","u00281","active_user","withdraw","forest","wallet","1.918946385387975","receipts","2.138037810621783","1.918946385387975","0","2.142322455532849","2.138037810621783","0.0042846449110656975","CCLX","unrestricted","executed","","0","2.138037810621783",""
"e372","117","u00268","restricted_user","deposit","wallet","solar","96.46136207110351","CCLX","96.46136207110351","0","80.85130389919505","96.46136207110351","96.2684393469613","0.192922724142207","CCLX","restricted","executed","","96.46136207110351","0",""
"e373","117","u00030","active_user","deposit","wallet","solar","55.673122179339984","CCLX","55.673122179339984","0","46.66350486408919","55.673122179339984","55.561775934981306","0.11134624435867997","CCLX","unrestricted","executed","","55.673122179339984","0",""
"e374","117","u00112","active_user","deposit","wallet","solar","376.31931090530355","CCLX","376.31931090530355","0","315.41547719342634","376.31931090530355","375.56667228349295","0.7526386218106071","CCLX","unrestricted","executed","","376.31931090530355","0",""
"e375","117","u00287","rebalancer","withdraw","solar","wallet","29.594586924610798","receipts","35.168272825329566","29.594586924610798","0","35.23875032598153","35.168272825329566","0.07047750065196305","CCLX","unrestricted","executed","","0","35.168272825329566",""
"e376","118","u00078","active_user","migration","solar","forest","18.834963685478083","receipts","22.382203393362463","18.834963685478083","20.008335357997566","22.42705750837922","22.337438986575737","0.08961852180348337","CCLX","unrestricted","executed","","0","22.382203393362463","22.382203393362463"
"e377","119","u00001","long_term","deposit","wallet","solar","55.50126934136627","CCLX","55.50126934136627","0","46.51848300360143","55.50126934136627","55.390266802683534","0.11100253868273253","CCLX","unrestricted","executed","","55.50126934136627","0",""
"e378","119","u00106","active_user","deposit","","","0","CCLX","0","0","0","0","0","0","CCLX","unrestricted","rejected","Insufficient available wallet balance.","0","0",""
"e379","119","u00210","rebalancer","migration","solar","forest","2.2221096237283553","receipts","2.6406119312038645","2.2221096237283553","2.3605444298591465","2.645903738681227","2.6353307073414567","0.010573031339770184","CCLX","unrestricted","executed","","0","2.6406119312038645","2.6406119312038645"
"e380","119","u00027","long_term","withdraw","mangrove","wallet","6.1734473353176895","receipts","6.077302658039611","6.1734473353176895","0","6.089481621282175","6.077302658039611","0.01217896324256435","CCLX","unrestricted","executed","","0","6.077302658039611",""
"e381","119","u00094","restricted_user","deposit","wallet","forest","68.98492417627165","CCLX","68.98492417627165","0","61.66806119447574","68.98492417627165","68.84695432791911","0.1379698483525433","CCLX","restricted","executed","","68.98492417627165","0",""
"e382","119","u00021","rebalancer","migration","solar","forest","23.696486542944356","receipts","28.159353585692124","23.696486542944356","25.172523653367534","28.21578515600413","28.103034878520738","0.1127502774833925","CCLX","unrestricted","executed","","0","28.159353585692124","28.159353585692124"
"e383","120","u00020","rebalancer","migration","solar","forest","13.56457822304539","receipts","16.119236732240765","13.56457822304539","14.409457358764485","16.151539811864495","16.086998258776283","0.06454155308821052","CCLX","unrestricted","executed","","0","16.119236732240765","16.119236732240765"
"e385","122","u00106","active_user","migration","solar","mangrove","2.889729979842621","receipts","3.433959768384695","2.889729979842621","3.474347522482276","3.4408414512872696","3.4270918488479256","0.013749602439343929","CCLX","unrestricted","executed","","0","3.433959768384695","3.433959768384695"
"e386","122","u00033","whale","migration","solar","mangrove","29.32579560252627","receipts","34.84875541541632","29.32579560252627","35.25851746532135","34.91859260061756","34.779057904585486","0.13953469603206775","CCLX","unrestricted","executed","","0","34.84875541541632","34.84875541541632"
"e389","123","u00190","long_term","deposit","wallet","solar","158.5981148247653","CCLX","158.5981148247653","0","132.9291178691201","158.5981148247653","158.28091859511576","0.3171962296495306","CCLX","unrestricted","executed","","158.5981148247653","0",""
"e390","123","u00200","rebalancer","migration","mangrove","solar","13.147024108825741","receipts","12.942330832951702","13.147024108825741","10.847571001388133","12.968267367687076","12.916446171285799","0.05182119640127756","CCLX","unrestricted","executed","","0","12.942330832951702","12.942330832951702"
"e391","124","u00007","rebalancer","deposit","wallet","forest","109.15295236868653","CCLX","109.15295236868653","0","97.57443066546693","109.15295236868653","108.93464646394915","0.21830590473737305","CCLX","unrestricted","executed","","109.15295236868653","0",""
"e392","124","u00001","long_term","withdraw","mangrove","wallet","20.733121840964472","receipts","20.410263844117058","20.733121840964472","0","20.451166176469997","20.410263844117058","0.040902332352939996","CCLX","unrestricted","executed","","0","20.410263844117058",""
"e393","125","u00009","active_user","withdraw","solar","wallet","24.30457302408884","receipts","28.88210734674148","24.30457302408884","0","28.93998732138425","28.88210734674148","0.057879974642768506","CCLX","unrestricted","executed","","0","28.88210734674148",""
"e394","125","u00144","rebalancer","deposit","wallet","mangrove","186.7870248768432","CCLX","186.7870248768432","0","188.98107392480597","186.7870248768432","186.4134508270895","0.3735740497536864","CCLX","unrestricted","executed","","186.7870248768432","0",""
"e395","125","u00054","active_user","migration","mangrove","forest","5.608216876288391","receipts","5.52103283172287","5.608216876288391","4.935355899389833","5.532097025774419","5.509990766059424","0.02210625971499458","CCLX","unrestricted","executed","","0","5.52103283172287","5.52103283172287"
"e396","126","u00194","active_user","deposit","wallet","forest","14.103700756377693","CCLX","14.103700756377693","0","12.607553554698825","14.103700756377693","14.075493354864937","0.028207401512755387","CCLX","unrestricted","executed","","14.103700756377693","0",""
"e397","126","u00078","active_user","deposit","wallet","forest","67.45836192142336","CCLX","67.45836192142336","0","60.302015255670995","67.45836192142336","67.32344519758051","0.13491672384284673","CCLX","unrestricted","executed","","67.45836192142336","0",""
"e398","127","u00138","active_user","deposit","wallet","mangrove","22.28843890782534","CCLX","22.28843890782534","0","22.54990127007477","22.28843890782534","22.24386203000969","0.04457687781565069","CCLX","unrestricted","executed","","22.28843890782534","0",""
"e399","127","u00033","whale","deposit","wallet","mangrove","584.2501355511728","CCLX","584.2501355511728","0","591.0763102506753","584.2501355511728","583.0816352800705","1.1685002711023456","CCLX","unrestricted","executed","","584.2501355511728","0",""
"e401","128","u00002","rebalancer","deposit","wallet","mangrove","26.559503818462574","CCLX","26.559503818462574","0","26.868553472915664","26.559503818462574","26.506384810825647","0.05311900763692515","CCLX","unrestricted","executed","","26.559503818462574","0",""
"e403","129","u00228","rebalancer","deposit","wallet","solar","326.4371885638678","CCLX","326.4371885638678","0","273.6000626576133","326.4371885638678","325.78431418674006","0.6528743771277356","CCLX","unrestricted","executed","","326.4371885638678","0",""
"e405","130","u00013","long_term","deposit","wallet","forest","79.79679999923165","CCLX","79.79679999923165","0","71.33102069725282","79.79679999923165","79.6372063992332","0.15959359999846331","CCLX","unrestricted","executed","","79.79679999923165","0",""
"e406","130","u00063","rebalancer","deposit","wallet","mangrove","50.44115636201457","CCLX","50.44115636201457","0","51.02779367403127","50.44115636201457","50.340274049290535","0.10088231272402913","CCLX","unrestricted","executed","","50.44115636201457","0",""
"e407","130","u00047","rebalancer","deposit","wallet","forest","309.54130215082785","CCLX","309.54130215082785","0","276.6963595398702","309.54130215082785","308.9222195465262","0.6190826043016557","CCLX","unrestricted","executed","","309.54130215082785","0",""
"e408","130","u00157","rebalancer","deposit","wallet","mangrove","188.78030912243545","CCLX","188.78030912243545","0","190.97233556909487","188.78030912243545","188.40274850419058","0.3775606182448709","CCLX","unrestricted","executed","","188.78030912243545","0",""
"e410","130","u00259","rebalancer","deposit","wallet","solar","96.10699804861918","CCLX","96.10699804861918","0","80.55016029253602","96.10699804861918","95.91478405252194","0.19221399609723835","CCLX","unrestricted","executed","","96.10699804861918","0",""
"e411","131","u00097","long_term","withdraw","forest","wallet","2.9406985202960443","receipts","3.276673243736848","2.9406985202960443","0","3.2832397231832147","3.276673243736848","0.006566479446366429","CCLX","unrestricted","executed","","0","3.276673243736848",""
"e412","131","u00196","rebalancer","deposit","wallet","mangrove","82.48461969674655","CCLX","82.48461969674655","0","83.44065084517933","82.48461969674655","82.31965045735305","0.1649692393934931","CCLX","unrestricted","executed","","82.48461969674655","0",""
"e413","131","u00220","active_user","deposit","wallet","solar","116.50066582822336","CCLX","116.50066582822336","0","97.64212102070451","116.50066582822336","116.26766449656691","0.23300133165644674","CCLX","unrestricted","executed","","116.50066582822336","0",""
"e414","131","u00002","rebalancer","deposit","wallet","mangrove","41.25730641372269","CCLX","41.25730641372269","0","41.735098651843145","41.25730641372269","41.17479180089524","0.08251461282744538","CCLX","unrestricted","executed","","41.25730641372269","0",""
"e415","132","u00263","active_user","deposit","wallet","forest","71.34018320306704","CCLX","71.34018320306704","0","63.76924150506966","71.34018320306704","71.1975028366609","0.14268036640613407","CCLX","unrestricted","executed","","71.34018320306704","0",""
"e416","132","u00036","rebalancer","deposit","wallet","mangrove","26.457714036419734","CCLX","26.457714036419734","0","26.763975920854136","26.457714036419734","26.404798608346894","0.05291542807283947","CCLX","unrestricted","executed","","26.457714036419734","0",""
"e417","133","u00298","rebalancer","deposit","wallet","forest","198.90547532708166","CCLX","198.90547532708166","0","177.79442196246237","198.90547532708166","198.5076643764275","0.39781095065416333","CCLX","unrestricted","executed","","198.90547532708166","0",""
"e418","133","u00198","rebalancer","migration","solar","forest","26.77975234470984","receipts","31.82437442778051","26.77975234470984","28.446343852439895","31.888150729238987","31.76072567892495","0.127425050314039","CCLX","unrestricted","executed","","0","31.82437442778051","31.82437442778051"
"e419","133","u00045","long_term","deposit","wallet","mangrove","18.540785134953605","CCLX","18.540785134953605","0","18.755339524010196","18.540785134953605","18.503703564683697","0.03708157026990721","CCLX","unrestricted","executed","","18.540785134953605","0",""
"e420","134","u00059","long_term","deposit","wallet","mangrove","176.65659368381387","CCLX","176.65659368381387","0","178.69818548904732","176.65659368381387","176.30328049644623","0.35331318736762773","CCLX","unrestricted","executed","","176.65659368381387","0",""
"e424","134","u00248","restricted_user","deposit","wallet","mangrove","126.55249268554796","CCLX","126.55249268554796","0","128.01205476769246","126.55249268554796","126.29938770017687","0.25310498537109594","CCLX","restricted","executed","","126.55249268554796","0",""
"e426","136","u00133","active_user","deposit","wallet","forest","67.69732786583054","CCLX","67.69732786583054","0","60.51123690814711","67.69732786583054","67.56193321009889","0.1353946557316611","CCLX","unrestricted","executed","","67.69732786583054","0",""
"e427","136","u00171","rebalancer","migration","solar","mangrove","30.22674583425448","receipts","35.920624757301994","30.22674583425448","36.33445252641104","35.99260997725651","35.84878350778739","0.143826469469117","CCLX","unrestricted","executed","","0","35.920624757301994","35.920624757301994"
"e428","136","u00013","long_term","withdraw","forest","wallet","8.89434177534949","receipts","9.910865837036166","8.89434177534949","0","9.930727291619405","9.910865837036166","0.019861454583238812","CCLX","unrestricted","executed","","0","9.910865837036166",""
"e429","137","u00260","long_term","deposit","wallet","mangrove","58.001489313247376","CCLX","58.001489313247376","0","58.66927857324481","58.001489313247376","57.88548633462088","0.11600297862649475","CCLX","unrestricted","executed","","58.001489313247376","0",""
"e430","137","u00003","long_term","deposit","wallet","solar","52.903417131182884","CCLX","52.903417131182884","0","44.339635039679706","52.903417131182884","52.79761029692052","0.10580683426236577","CCLX","unrestricted","executed","","52.903417131182884","0",""
"e431","137","u00194","active_user","deposit","","","0","CCLX","0","0","0","0","0","0","CCLX","unrestricted","rejected","Insufficient available wallet balance.","0","0",""
"e432","137","u00088","rebalancer","deposit","wallet","forest","979.2938073576003","CCLX","979.2938073576003","0","875.2983049976174","979.2938073576003","977.3352197428851","1.9585876147152006","CCLX","unrestricted","executed","","979.2938073576003","0",""
"e433","138","u00056","active_user","deposit","wallet","forest","32.355766567878376","CCLX","32.355766567878376","0","28.918360768351704","32.355766567878376","32.29105503474262","0.06471153313575675","CCLX","unrestricted","executed","","32.355766567878376","0",""
"e434","138","u00132","long_term","withdraw","mangrove","wallet","36.810215801056785","receipts","36.245873043331315","36.810215801056785","0","36.318510063458234","36.245873043331315","0.07263702012691647","CCLX","unrestricted","executed","","0","36.245873043331315",""
"e435","138","u00288","long_term","deposit","wallet","forest","62.62813559402075","CCLX","62.62813559402075","0","55.9744042577222","62.62813559402075","62.502879322832705","0.1252562711880415","CCLX","unrestricted","executed","","62.62813559402075","0",""
"e436","139","u00117","whale","migration","mangrove","forest","491.58627906308664","receipts","484.030256044833","491.58627906308664","432.5946114496328","485.0002565579489","483.0621955327433","1.9380610252055637","CCLX","unrestricted","executed","","0","484.030256044833","484.030256044833"
"e438","139","u00061","long_term","deposit","wallet","forest","47.98102843813747","CCLX","47.98102843813747","0","42.881212124135345","47.98102843813747","47.8850663812612","0.09596205687627495","CCLX","unrestricted","executed","","47.98102843813747","0",""
"e439","141","u00120","long_term","deposit","wallet","forest","44.54160516867287","CCLX","44.54160516867287","0","39.8071820451878","44.54160516867287","44.452521958335524","0.08908321033734573","CCLX","unrestricted","executed","","44.54160516867287","0",""
"e441","142","u00145","active_user","migration","forest","solar","15.736901521922716","receipts","17.53821138742566","15.736901521922716","14.69917052751407","17.573358103632927","17.503134964650812","0.07022313898211718","CCLX","unrestricted","executed","","0","17.53821138742566","17.53821138742566"
"e442","142","u00017","long_term","deposit","wallet","mangrove","206.30302370689697","CCLX","206.30302370689697","0","208.69077820447274","206.30302370689697","205.89041765948318","0.4126060474137939","CCLX","unrestricted","executed","","206.30302370689697","0",""
"e443","142","u00009","active_user","withdraw","solar","wallet","14.919719176794846","receipts","17.730223092714326","14.919719176794846","0","17.76575460191816","17.730223092714326","0.035531509203836326","CCLX","unrestricted","executed","","0","17.730223092714326",""
"e444","142","u00257","active_user","withdraw","solar","wallet","17.193787718576765","receipts","20.432647531034426","17.193787718576765","0","20.473594720475376","20.432647531034426","0.04094718944095075","CCLX","unrestricted","executed","","0","20.432647531034426",""
"e445","143","u00187","active_user","deposit","wallet","forest","78.58788123580648","CCLX","78.58788123580648","0","70.23430962860584","78.58788123580648","78.43070547333487","0.15717576247161297","CCLX","unrestricted","executed","","78.58788123580648","0",""
"e446","143","u00025","whale","deposit","wallet","mangrove","505.2042662881679","CCLX","505.2042662881679","0","511.0235490477644","505.2042662881679","504.1938577555916","1.010408532576336","CCLX","unrestricted","executed","","505.2042662881679","0",""
"e447","143","u00021","rebalancer","deposit","wallet","solar","308.0299898367799","CCLX","308.0299898367799","0","258.16507255425677","308.0299898367799","307.4139298571064","0.6160599796735599","CCLX","unrestricted","executed","","308.0299898367799","0",""
"e449","144","u00180","rebalancer","migration","solar","mangrove","9.205746394252143","receipts","10.940048236857168","9.205746394252143","11.065623912960291","10.961972181219608","10.918168140383454","0.04380404083615355","CCLX","unrestricted","executed","","0","10.940048236857168","10.940048236857168"
